Molecule Index,SMILES,cls,Formula,Question,Answer
96,C1=CC=C(C=C1)CCCBr,Functional Group,C9H11Br,"Could the molecule with the formula C9H11Br potentially contain a Halide group , given the Degree of Unsaturation is 4.0?",Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Saturation,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially be Saturated?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Saturation degree,C4H9NO3,Calculate the Degree of Unsaturation of the molecule with the formula C4H9NO3?,1.0
95,C[C@H]([C@@H](C(=O)O)N)O,Aromatic Rings,C4H9NO3,Could the molecule with the formula C4H9NO3 have aromatic rings?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Alcohol?,Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Alcohol group , given the Degree of Unsaturation is 1.0?",Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Phenol?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Phenol group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Ketone?,Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Ketone group , given the Degree of Unsaturation is 1.0?",Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Acid?,Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Acid group , given the Degree of Unsaturation is 1.0?",Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Aldehyde?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Aldehyde group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Ester?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Ester group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Nitrile?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Nitrile group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Isocyanate?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Isocyanate group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Amine?,Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Amine group , given the Degree of Unsaturation is 1.0?",Yes
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Ether?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Ether group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Sulfide?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Sulfide group , given the Degree of Unsaturation is 1.0?",No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,Could the molecule with the formula C4H9NO3 potentially contain a Halide?,No
95,C[C@H]([C@@H](C(=O)O)N)O,Functional Group,C4H9NO3,"Could the molecule with the formula C4H9NO3 potentially contain a Halide group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Saturation,C5H10O,Could the molecule with the formula C5H10O potentially be Saturated?,No
94,CC(C)CC=O,Saturation degree,C5H10O,Calculate the Degree of Unsaturation of the molecule with the formula C5H10O?,1.0
94,CC(C)CC=O,Aromatic Rings,C5H10O,Could the molecule with the formula C5H10O have aromatic rings?,No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Alcohol?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Alcohol group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Phenol?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Phenol group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Ketone?,Yes
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Ketone group , given the Degree of Unsaturation is 1.0?",Yes
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Acid?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Acid group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Aldehyde?,Yes
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Aldehyde group , given the Degree of Unsaturation is 1.0?",Yes
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Ester?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Ester group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Nitrile?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Nitrile group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Isocyanate?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Isocyanate group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Amine?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Amine group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Ether?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Ether group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Sulfide?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Sulfide group , given the Degree of Unsaturation is 1.0?",No
94,CC(C)CC=O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Halide?,No
94,CC(C)CC=O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Halide group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Saturation,C5H10O,Could the molecule with the formula C5H10O potentially be Saturated?,No
93,CC(C)(C=C)O,Saturation degree,C5H10O,Calculate the Degree of Unsaturation of the molecule with the formula C5H10O?,1.0
93,CC(C)(C=C)O,Aromatic Rings,C5H10O,Could the molecule with the formula C5H10O have aromatic rings?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Alcohol?,Yes
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Alcohol group , given the Degree of Unsaturation is 1.0?",Yes
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Phenol?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Phenol group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Ketone?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Ketone group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Acid?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Acid group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Aldehyde?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Aldehyde group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Ester?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Ester group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Nitrile?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Nitrile group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Isocyanate?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Isocyanate group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Amine?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Amine group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Ether?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Ether group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Sulfide?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Sulfide group , given the Degree of Unsaturation is 1.0?",No
93,CC(C)(C=C)O,Functional Group,C5H10O,Could the molecule with the formula C5H10O potentially contain a Halide?,No
93,CC(C)(C=C)O,Functional Group,C5H10O,"Could the molecule with the formula C5H10O potentially contain a Halide group , given the Degree of Unsaturation is 1.0?",No
91,CC(C)CC#N,Saturation,C5H9N,Could the molecule with the formula C5H9N potentially be Saturated?,No
91,CC(C)CC#N,Saturation degree,C5H9N,Calculate the Degree of Unsaturation of the molecule with the formula C5H9N?,2.0
91,CC(C)CC#N,Aromatic Rings,C5H9N,Could the molecule with the formula C5H9N have aromatic rings?,No
91,CC(C)CC#N,Functional Group,C5H9N,Could the molecule with the formula C5H9N potentially contain a Alcohol?,No
91,CC(C)CC#N,Functional Group,C5H9N,"Could the molecule with the formula C5H9N potentially contain a Alcohol group , given the Degree of Unsaturation is 2.0?",No
91,CC(C)CC#N,Functional Group,C5H9N,Could the molecule with the formula C5H9N potentially contain a Phenol?,No
91,CC(C)CC#N,Functional Group,C5H9N,"Could the molecule with the formula C5H9N potentially contain a Phenol group , given the Degree of Unsaturation is 2.0?",No
91,CC(C)CC#N,Functional Group,C5H9N,Could the molecule with the formula C5H9N potentially contain a Ketone?,No
91,CC(C)CC#N,Functional Group,C5H9N,"Could the molecule with the formula C5H9N potentially contain a Ketone group , given the Degree of Unsaturation is 2.0?",No
91,CC(C)CC#N,Functional Group,C5H9N,Could the molecule with the formula C5H9N potentially contain a Acid?,No
91,CC(C)CC#N,Functional Group,C5H9N,"Could the molecule with the formula C5H9N potentially contain a Acid group , given the Degree of Unsaturation is 2.0?",No
91,CC(C)CC#N,Functional Group,C5H9N,Could the molecule with the formula C5H9N potentially contain a Aldehyde?,No
91,CC(C)CC#N,Functional Group,C5H9N,"Could the molecule with the formula C5H9N potentially contain a Aldehyde group , given the Degree of Unsaturation is 2.0?",No
91,CC(C)CC#N,Functional Group,C5H9N,Could the molecule with the formula C5H9N potentially contain a Ester?,No
91,CC(C)CC#N,Functional Group,C5H9N,"Could the molecule with the formula C5H9N potentially contain a Ester group , given the Degree of Unsaturation is 2.0?",No
