Molecule Index,SMILES,cls,Formula,Question,Answer
"5_98
",CCCCOCCCC,IR spectrum structure elucidation,C8H18O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Halide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum peak analysis,C3H7NO2,Does the IR spectrum contains broad absorption peak of O-H stretching around 3300 cm⁻1?,No
"5_97
",CCC[N+](=O)[O-],IR spectrum peak analysis,C3H7NO2,Does the IR spectrum contains sharp absorption peak of Alkyl stretching around 2900 cm⁻1?,Yes
"5_97
",CCC[N+](=O)[O-],IR spectrum peak analysis,C3H7NO2," Does the IR spectrum contains strong, sharp peak of C=O stretching around 1700 cm⁻¹?",No
"5_97
",CCC[N+](=O)[O-],IR spectrum peak analysis,C3H7NO2,Does the IR spectrum contains broad absorption peak of N-H stretching around 3200-3600 cm⁻1?,No
"5_97
",CCC[N+](=O)[O-],IR spectrum peak analysis,C3H7NO2,Does the IR spectrum contains weak absorption peak of triple bond C-H stretching around 2260-2100 cm⁻1?,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Alcohol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Phenol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ketone? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Acid? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Aldehyde? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ester? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Nitrile? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Isocyanate? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Amine? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ether? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Sulfide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_97
",CCC[N+](=O)[O-],IR spectrum structure elucidation,C3H7NO2, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Halide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum peak analysis,C9H11Br,Does the IR spectrum contains broad absorption peak of O-H stretching around 3300 cm⁻1?,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum peak analysis,C9H11Br,Does the IR spectrum contains sharp absorption peak of Alkyl stretching around 2900 cm⁻1?,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum peak analysis,C9H11Br," Does the IR spectrum contains strong, sharp peak of C=O stretching around 1700 cm⁻¹?",No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum peak analysis,C9H11Br,Does the IR spectrum contains broad absorption peak of N-H stretching around 3200-3600 cm⁻1?,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum peak analysis,C9H11Br,Does the IR spectrum contains weak absorption peak of triple bond C-H stretching around 2260-2100 cm⁻1?,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Alcohol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Phenol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ketone? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Acid? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Aldehyde? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ester? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Nitrile? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Isocyanate? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Amine? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ether? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Sulfide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_96
",C1=CC=C(C=C1)CCCBr,IR spectrum structure elucidation,C9H11Br, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Halide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum peak analysis,C4H9NO3,Does the IR spectrum contains broad absorption peak of O-H stretching around 3300 cm⁻1?,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum peak analysis,C4H9NO3,Does the IR spectrum contains sharp absorption peak of Alkyl stretching around 2900 cm⁻1?,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum peak analysis,C4H9NO3," Does the IR spectrum contains strong, sharp peak of C=O stretching around 1700 cm⁻¹?",Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum peak analysis,C4H9NO3,Does the IR spectrum contains broad absorption peak of N-H stretching around 3200-3600 cm⁻1?,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum peak analysis,C4H9NO3,Does the IR spectrum contains weak absorption peak of triple bond C-H stretching around 2260-2100 cm⁻1?,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Alcohol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Phenol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ketone? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Acid? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Aldehyde? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ester? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Nitrile? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Isocyanate? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Amine? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ether? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Sulfide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_95
",C[C@H]([C@@H](C(=O)O)N)O,IR spectrum structure elucidation,C4H9NO3, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Halide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains broad absorption peak of O-H stretching around 3300 cm⁻1?,No
"5_94
",CC(C)CC=O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains sharp absorption peak of Alkyl stretching around 2900 cm⁻1?,Yes
"5_94
",CC(C)CC=O,IR spectrum peak analysis,C5H10O," Does the IR spectrum contains strong, sharp peak of C=O stretching around 1700 cm⁻¹?",Yes
"5_94
",CC(C)CC=O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains broad absorption peak of N-H stretching around 3200-3600 cm⁻1?,No
"5_94
",CC(C)CC=O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains weak absorption peak of triple bond C-H stretching around 2260-2100 cm⁻1?,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Alcohol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Phenol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ketone? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Acid? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Aldehyde? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ester? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Nitrile? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Isocyanate? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Amine? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ether? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Sulfide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_94
",CC(C)CC=O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Halide? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_93
",CC(C)(C=C)O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains broad absorption peak of O-H stretching around 3300 cm⁻1?,Yes
"5_93
",CC(C)(C=C)O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains sharp absorption peak of Alkyl stretching around 2900 cm⁻1?,Yes
"5_93
",CC(C)(C=C)O,IR spectrum peak analysis,C5H10O," Does the IR spectrum contains strong, sharp peak of C=O stretching around 1700 cm⁻¹?",No
"5_93
",CC(C)(C=C)O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains broad absorption peak of N-H stretching around 3200-3600 cm⁻1?,No
"5_93
",CC(C)(C=C)O,IR spectrum peak analysis,C5H10O,Does the IR spectrum contains weak absorption peak of triple bond C-H stretching around 2260-2100 cm⁻1?,No
"5_93
",CC(C)(C=C)O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Alcohol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,Yes
"5_93
",CC(C)(C=C)O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Phenol? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_93
",CC(C)(C=C)O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ketone? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_93
",CC(C)(C=C)O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Acid? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_93
",CC(C)(C=C)O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Aldehyde? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
"5_93
",CC(C)(C=C)O,IR spectrum structure elucidation,C5H10O, Examine the IR spectrum to determine if the molecule could potentially contain specific functional groups: Ester? Look for the presence of characteristic absorption bands and analyze the wavenumbers and intensities of these peaks. This analysis will help identify the functional groups and key structural features within the molecule.,No
